restraunt_id,days_with_test,sum_system_identification_only_showed,avg_system_identification_only_showed,var_system_identification_only_showed,sum_open_auth_count,avg_tap_email_count,sum_tap_sms_count,avg_tap_sms_count,sum_sessions,avg_sessions,var_session,sum_orders,avg_orders,var_orders,sum_auth_orders,avg_auth_orders,var_auth_orders,conversion_rate,auth_conversion_rate,sum_revenue,avg_revenue,avg_product_count
74021920,75,0,0.0,0.0,0,0.0,0,0.0,47468,632.90666666666675,17082.950630630632,36217,482.89333333333337,11664.150630630633,294,3.92,5.8313513513513522,0.7629771635628213,0.00619364624589197,20520306.0,273604.07999999996,3.74343390949259
74020666,75,0,0.0,0.0,0,0.0,0,0.0,12253,163.37333333333336,965.93981981982017,8402,112.02666666666667,572.2965765765764,88,1.1733333333333333,0.9830630630630629,0.68570962213335507,0.0071819146331510647,3906110.0,52081.466666666667,3.0460087775401661
74220544,75,0,0.0,0.0,0,0.0,0,0.0,18660,248.8,6244.37837837838,11944,159.25333333333333,2643.8944144144134,189,2.5199999999999996,2.9827027027027029,0.640085744908896,0.010128617363344052,8187955.0,109172.73333333334,3.918507644829659
74020400,75,0,0.0,0.0,0,0.0,0,0.0,17997,239.95999999999998,3574.9308108108107,13346,177.94666666666666,3138.69981981982,131,1.7466666666666664,1.6241441441441444,0.7415680391176307,0.0072789909429349332,7579219.0,101056.25333333334,3.5517951042132956
74021239,75,0,0.0,0.0,0,0.0,0,0.0,29384,391.78666666666663,15895.602522522526,21665,288.86666666666667,10185.279279279282,240,3.1999999999999997,5.8378378378378377,0.73730601687993469,0.0081677103185407024,13484339.0,179791.18666666668,3.9156257794272582
74020906,75,0,0.0,0.0,0,0.0,0,0.0,35865,478.19999999999993,36153.78378378378,26340,351.20000000000005,24553.297297297293,356,4.7466666666666661,7.8944144144144168,0.73442074445838557,0.009926111808169524,19103464.0,254712.85333333333,4.5435640946699944
74021824,75,0,0.0,0.0,0,0.0,0,0.0,25387,338.4933333333334,5294.3344144144121,16986,226.48000000000002,2123.928648648648,298,3.9733333333333327,4.837117117117117,0.66908260133139008,0.011738291251427896,7715100.0,102868.0,3.1376310332222386
74020898,75,0,0.0,0.0,0,0.0,0,0.0,50243,669.90666666666664,16781.383063063073,38475,513.0,12144.297297297297,907,12.093333333333334,28.08576576576576,0.76577831737754509,0.018052265987301714,16236716.0,216489.54666666666,2.7896470656565393
74021236,75,0,0.0,0.0,0,0.0,0,0.0,116385,1551.8000000000002,42271.972972972973,79564,1060.8533333333332,15896.126846846835,482,6.4266666666666667,8.7884684684684675,0.683627615242514,0.00414142715985737,51732401.0,689765.34666666668,2.9126508508613762
74021555,75,0,0.0,0.0,0,0.0,0,0.0,34248,456.64000000000004,6301.7740540540526,18063,240.84,4233.0010810810809,232,3.0933333333333333,3.68036036036036,0.52741765942536789,0.0067741181966830179,9128587.0,121714.49333333335,3.5467959321627354
74021114,75,0,0.0,0.0,0,0.0,0,0.0,41830,557.73333333333335,5487.3603603603606,34996,466.6133333333334,4857.6187387387426,356,4.746666666666667,7.3809009009009,0.8366244322256754,0.00851063829787234,15875623.0,211674.97333333333,3.2746331574197218
74021527,75,0,0.0,0.0,0,0.0,0,0.0,48089,641.18666666666661,7977.1268468468488,36806,490.74666666666667,7022.3809009009019,685,9.1333333333333346,8.7387387387387374,0.76537253841834929,0.014244421801243528,17213119.0,229508.25333333336,3.2843543982834724
74021573,75,0,0.0,0.0,0,0.0,0,0.0,10634,141.78666666666669,703.60252252252269,8069,107.58666666666666,402.70522522522526,156,2.08,3.0475675675675675,0.75879255219108521,0.014669926650366748,3954155.0,52722.066666666666,3.3201455594920906
74021140,71,0,0.0,0.0,0,0.0,0,0.0,29643,417.50704225352115,3737.6249496981854,23375,329.22535211267603,2835.5770623742433,348,4.9014084507042259,4.4044265593561374,0.78855041662449821,0.011739702459265257,10538570.0,148430.5633802817,3.0708804710514412
74220466,75,0,0.0,0.0,0,0.0,0,0.0,32117,428.22666666666669,6934.8533333333344,25460,339.46666666666664,5375.0630630630621,352,4.6933333333333334,6.4857657657657652,0.79272659339290719,0.010959927764112464,12497744.0,166636.58666666667,3.3722210956572889
74021930,75,0,0.0,0.0,0,0.0,0,0.0,11952,159.35999999999999,2618.9632432432431,8602,114.69333333333334,1347.2695495495498,152,2.0266666666666668,2.0533333333333332,0.71971218206157961,0.012717536813922356,4850238.0,64669.840000000004,3.7009152488144803
74020798,75,0,0.0,0.0,0,0.0,0,0.0,32676,435.68,26587.382702702704,16548,220.64000000000001,4085.5848648648634,291,3.8799999999999994,5.188108108108108,0.506426735218509,0.0089056188027910391,6982693.0,94360.716216216213,3.1078844330859972
74021862,75,0,0.0,0.0,0,0.0,0,0.0,31673,422.30666666666656,5458.4587387387364,22932,305.76000000000005,2939.5902702702697,327,4.3599999999999994,5.5308108108108121,0.72402361632936574,0.010324250939285826,11114089.0,148187.8533333333,3.2673766905223625
74021148,75,0,0.0,0.0,0,0.0,0,0.0,35307,470.76,3425.2929729729731,28624,381.65333333333331,2199.9592792792782,397,5.293333333333333,7.2911711711711717,0.8107174214744951,0.0112442291896791,11617852.0,154904.69333333333,2.8664826406115327
74021756,75,0,0.0,0.0,0,0.0,0,0.0,40403,538.70666666666671,8729.6965765765817,27834,371.12,7051.2962162162148,562,7.4933333333333341,12.496576576576576,0.68890923941291493,0.013909858178848105,16209771.0,216130.28,3.7536468347847927
74321911,75,0,0.0,0.0,0,0.0,0,0.0,29166,388.88,6627.7556756756812,23606,314.74666666666667,6154.0836036036053,182,2.4266666666666663,4.32900900900901,0.80936707124734275,0.0062401426318315851,9753245.0,130043.26666666666,3.1059445285502272
74014086,75,0,0.0,0.0,0,0.0,0,0.0,73322,977.62666666666655,35523.480360360372,51912,692.16,16623.244324324314,728,9.7066666666666688,14.156036036036033,0.70800032732331364,0.0099288071792913452,22340577.0,297874.35999999993,3.0699587769094481
74021081,75,0,0.0,0.0,0,0.0,0,0.0,26715,356.20000000000005,7949.0270270270285,20944,279.25333333333333,6136.2998198198193,466,6.2133333333333329,8.2241441441441427,0.78397903799363655,0.017443383866741533,9785405.0,130472.06666666668,3.1252036956026377
74221036,75,0,0.0,0.0,0,0.0,0,0.0,20069,267.5866666666667,2046.2457657657662,14750,196.66666666666666,1642.4144144144143,258,3.44,4.7362162162162162,0.73496437291344863,0.01285564801435049,7794725.0,103929.66666666666,3.6468140990502342
74020879,75,0,0.0,0.0,0,0.0,0,0.0,65094,867.92,32917.64216216217,17054,227.38666666666666,1632.1322522522526,214,2.8533333333333331,4.207927927927928,0.26199035241343288,0.0032875533843364979,7901720.0,105356.26666666668,3.1035207204130968
74220607,75,0,0.0,0.0,0,0.0,0,0.0,27530,367.06666666666666,2444.1981981982,21178,282.37333333333333,1656.0479279279289,346,4.6133333333333333,5.8079279279279259,0.76926988739556845,0.012568107519070105,9252165.0,123362.2,2.8960107919896312
74321570,75,0,0.0,0.0,0,0.0,0,0.0,15984,213.11999999999998,2429.0259459459462,11308,150.77333333333331,1484.907387387387,283,3.773333333333333,3.6641441441441445,0.70745745745745747,0.017705205205205205,5562939.0,74172.51999999999,3.1944141612829524
74021517,75,0,0.0,0.0,0,0.0,0,0.0,13723,182.97333333333336,1468.3236036036026,10445,139.26666666666668,1071.4684684684682,213,2.8399999999999994,3.6767567567567565,0.76113094804343073,0.015521387451723384,5550598.0,74007.973333333342,3.8569104305707409
74020490,75,0,0.0,0.0,0,0.0,0,0.0,15359,204.78666666666666,1766.1700900900905,11035,147.13333333333333,1270.4414414414416,257,3.4266666666666667,4.0046846846846851,0.71847125463897388,0.0167328602122534,5454522.0,72726.959999999992,3.3612611897667097
74022006,75,0,0.0,0.0,0,0.0,0,0.0,13244,176.5866666666667,8622.1106306306338,5626,75.01333333333335,2270.0944144144146,47,0.62666666666666671,0.77765765765765771,0.42479613409845968,0.0035487768045907582,5422785.0,73280.878378378387,6.36685084953508
74020424,75,0,0.0,0.0,0,0.0,0,0.0,31351,418.01333333333332,4187.6619819819807,24695,329.26666666666665,3457.6306306306315,347,4.6266666666666669,7.1019819819819814,0.78769417243469109,0.011068227488756339,8688653.0,115848.70666666667,2.391756554951884
74021484,75,0,0.0,0.0,0,0.0,0,0.0,18950,252.66666666666666,4441.8198198198206,13010,173.4666666666667,2594.0360360360364,168,2.24,2.6713513513513512,0.68654353562005277,0.008865435356200527,6176181.0,83461.905405405414,3.3142959900185414
74021932,75,0,0.0,0.0,0,0.0,0,0.0,17371,231.61333333333334,6484.4565765765765,11089,147.85333333333332,2704.991711711712,115,1.5333333333333334,2.7927927927927931,0.63836278855563866,0.0066202291174946746,5722664.0,76302.186666666676,3.7695625926821137
74021888,75,0,0.0,0.0,0,0.0,0,0.0,42533,567.10666666666657,5963.5290090090139,33344,444.5866666666667,4562.8673873873877,542,7.2266666666666666,8.042522522522523,0.78395598711588654,0.012743046575600122,12444661.0,165928.81333333332,2.9271637690082009
